id,brand,head_office_legal_name,address,webpage,configurator,models_amount,min_sqm,max_sqm,main_structure_material,min_home_price,average_price_sqm
2,Теремъ,ООО Теремъ,"ул. Пятницкая, д. 54/1, стр. 1, Москва, Московская область, 115184, Россия",https://terem-pro.ru,,50,50.0,300.0,wood,500000.0,15000.0
3,ДубльДом,ООО ДубльДом,"ул. Большая Новодмитровская, 36, стр. 12, Москва, Московская область, 127015, Россия",https://dubldom.com,,10,26.0,140.0,wood,1800000.0,50000.0
4,Промстрой,ООО Промстрой,"ул. Промышленная, д. 12, Москва, Россия, 115432",https://promstroy.ru,,5,50.0,200.0,concrete,3000000.0,60000.0
6,ЭкоДом,ООО ЭкоДом,"ул. Примерная, д. 1, Москва, Московская область, 123456, Russia",https://ekodom.ru,,5,50.0,250.0,wood,3000000.0,40000.0
11,РусьДом,ООО РусьДом,"проспект Мира, 123, Москва, Москва, 129223, Россия",https://rusdom.ru,,8,45.0,200.0,wood,1500000.0,40000.0
65,ЮгСтройДом,ООО ЮгСтройДом,"ул. Красная, 123, Краснодар, Краснодарский край, 350000, Russia",https://yugstroydom.ru,,5,50.0,150.0,wood,1500000.0,30000.0
82,Сибдом,ООО Сибдом,"ул. Ленина, 10, Новосибирск, Новосибирская область, 630099, Россия",https://sibdom.ru,,12,60.0,200.0,wood,1500000.0,30000.0
103,КаркасДомСтрой,ООО КаркасДомСтрой,"ул. Ленина, 50, Екатеринбург, Свердловская область, 620075, Russia",https://karkasdomstroy.ru,,8,50.0,200.0,wood,1500000.0,30000.0
121,СтройПанель,"ООО ""СтройПанель""","ул. Труда, д. 78, Челябинск, Челябинская область, 454080, Россия",https://stroy-panel.ru,,5,45.0,150.0,concrete,1500000.0,35000.0
167,СтройПанельКомплект,ООО СтройПанельКомплект,"ул. Промышленная, 123, Пермь, Пермский край, 614000, Россия",https://www.stroypanel.ru,,12,50.0,150.0,concrete,2500000.0,35000.0
216,СК Дома,ООО СК Дома,"ул. Восстания, 6, Санкт-Петербург, Ленинградская область, 191036, Россия",https://skdoma.ru,,10,50.0,200.0,wood,1500000.0,30000.0
219,ПСК Дома,,,https://pskdom.ru,,,,,,,
265,СК Блок-Контейнер,"ООО ""СК Блок-Контейнер""","ул. Пушкина, д. 15, Санкт-Петербург, Ленинградская область, 191123, Россия",https://block-container.ru,,5,20.0,100.0,steel,500000.0,30000.0
282,МодульПроект,ООО МодульПроект,"ул. Кубанская 7, Краснодар, Краснодарский край, 350000, Россия",https://modulproekt.ru,,10,40.0,150.0,wood,2000000.0,30000.0
304,СибКаркас,ООО «СибКаркас»,"ул. Ленина, д. 10, Новосибирск, Новосибирская область, 630000, Russia",https://sibkarkas.ru,,5,60.0,150.0,wood,1500000.0,25000.0
337,СтройСити,ООО «СтройСити»,"ул. Ленина, 50, Челябинск, Челябинская область, 454000, Россия",https://stroysiti.ru,,8,45.0,200.0,wood,1500000.0,35000.0
488,Арт-Дом,ООО Арт-Дом,"ул. Ленина, д. 10, г. Красноярск, Красноярский край, 660000, Russia",https://art-dom.ru,,5,30.0,150.0,wood,1500000.0,40000.0
676,ТехноНИКОЛЬ,ООО «ТехноНИКОЛЬ Строительные Системы»,"ул. Гиляровского, 47, Москва, Московская область, 129110, Россия",https://www.tn.ru,,,,,composite,,
677,Экопан,ООО «Экопан»,"ул. Ленинская Слобода, 19, Москва, Московская область, 115280, Россия",https://www.ecopan.ru,,10,50.0,300.0,wood,2500000.0,30000.0
690,ЛенСтройДом,ООО ЛенСтройДом,"улица Восстания, дом 1, Санкт-Петербург, Ленинградская область, 191036, Россия",https://lenstroydom.ru,,8,50.0,150.0,wood,3000000.0,40000.0
691,МодульДом СПб,ООО МодульДом СПб,"ул. Марата, 72, Санкт-Петербург, Ленинградская область, 191119, Россия",https://moduldom-spb.ru,,5,40.0,150.0,wood,1500000.0,50000.0
